exception_id,created_at,portfolio_id,instrument_type,counterparty,exception_type,exception_description,amount_difference,currency,severity,status,owner_team,due_at,resolved_at,root_cause
EXC-000108,2026-08-04 11:43:00,PORT-1007,Equity,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,70728.99,USD,Low,Resolved,Trade Support,2026-08-07 11:43:00,2026-08-05 03:20:55.878691344,Counterparty confirmation delay
EXC-000109,2026-08-06 06:55:00,PORT-1089,Derivative,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,22980.99,USD,Medium,Open,Reconciliation Operations,2026-08-07 18:55:00,,Position or cash mismatch
EXC-000110,2026-08-02 12:33:00,PORT-1083,Derivative,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,21934.82,JPY,Low,Resolved,Settlement Operations,2026-08-05 12:33:00,2026-08-06 01:45:13.342527394,Settlement instruction or funding issue
EXC-000111,2026-08-03 04:13:00,PORT-1014,Equity,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,19682.77,GBP,Low,Escalated,Pricing & Valuation,2026-08-06 04:13:00,,Market data variance
EXC-000112,2026-08-04 14:10:00,PORT-1024,Equity,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,55003.79,USD,High,In Progress,Trade Support,2026-08-05 06:10:00,,Counterparty confirmation delay
EXC-000113,2026-08-07 10:12:00,PORT-1018,Cash,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,13590.37,EUR,Medium,Escalated,Trade Support,2026-08-08 22:12:00,,Counterparty confirmation delay
EXC-000114,2026-08-01 21:49:00,PORT-1084,ETF,Northstar Clearing,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,164601.81,USD,Critical,Escalated,Fund Accounting,2026-08-02 03:49:00,,Data mapping variance
EXC-000115,2026-08-07 06:20:00,PORT-1084,Equity,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,12293.64,USD,Medium,In Progress,Reconciliation Operations,2026-08-08 18:20:00,,Position or cash mismatch
EXC-000116,2026-08-07 23:45:00,PORT-1071,Equity,Summit Custody,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,33698.17,USD,Low,Resolved,Reference Data Operations,2026-08-10 23:45:00,2026-08-12 15:28:38.724344163,Security master attribute gap
EXC-000117,2026-08-08 15:37:00,PORT-1025,FX,Cedar Exchange,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,21151.48,USD,Medium,Resolved,Compliance Operations,2026-08-10 03:37:00,2026-08-10 17:42:42.504172492,Policy threshold review
EXC-000118,2026-08-04 20:46:00,PORT-1091,FX,Aurora Securities,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,16758.6,USD,Low,Open,Compliance Operations,2026-08-07 20:46:00,,Policy threshold review
EXC-000119,2026-08-08 04:18:00,PORT-1084,ETF,Meridian Markets,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,263277.58,USD,High,Open,Pricing & Valuation,2026-08-08 20:18:00,,Market data variance
EXC-000120,2026-08-05 23:57:00,PORT-1086,Cash,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,16966.45,USD,High,In Progress,Client Reporting,2026-08-06 15:57:00,,Manual processing error
EXC-000121,2026-08-06 21:54:00,PORT-1036,Fixed Income,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,19536.56,USD,Medium,Resolved,Fund Accounting,2026-08-08 09:54:00,2026-08-07 22:41:41.166993865,Ledger posting difference
EXC-000122,2026-08-04 18:03:00,PORT-1069,Fixed Income,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,13395.31,JPY,Medium,In Progress,Client Reporting,2026-08-06 06:03:00,,Upstream data delivery delay
EXC-000123,2026-08-01 13:59:00,PORT-1067,Fixed Income,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,28087.86,EUR,High,Resolved,Reconciliation Operations,2026-08-02 05:59:00,2026-08-01 21:42:09.955510120,Position or cash mismatch
EXC-000124,2026-08-04 19:41:00,PORT-1015,Fixed Income,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,24188.4,GBP,High,Resolved,Pricing & Valuation,2026-08-05 11:41:00,2026-08-05 00:33:57.910849071,Market data variance
EXC-000125,2026-08-03 18:36:00,PORT-1058,Equity,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,8306.42,USD,Low,Resolved,Reconciliation Operations,2026-08-06 18:36:00,2026-08-08 03:28:42.306420215,Position or cash mismatch
EXC-000126,2026-08-07 22:08:00,PORT-1054,Equity,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,17230.07,EUR,Low,In Progress,Fund Accounting,2026-08-10 22:08:00,,Ledger posting difference
EXC-000127,2026-08-08 05:07:00,PORT-1058,Fixed Income,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,51030.1,GBP,Low,In Progress,Trade Support,2026-08-11 05:07:00,,Counterparty confirmation delay
EXC-000128,2026-07-30 14:14:00,PORT-1034,FX,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,79089.56,USD,Medium,Open,Reconciliation Operations,2026-08-01 02:14:00,,Position or cash mismatch
EXC-000129,2026-08-03 04:02:00,PORT-1066,Equity,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,27589.78,USD,Medium,Open,Reconciliation Operations,2026-08-04 16:02:00,,Position or cash mismatch
EXC-000130,2026-08-09 04:54:00,PORT-1087,Fixed Income,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,28622.39,USD,Low,Open,Fund Accounting,2026-08-12 04:54:00,,Ledger posting difference
EXC-000131,2026-08-03 16:44:00,PORT-1060,FX,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,18415.63,USD,Medium,Open,Reconciliation Operations,2026-08-05 04:44:00,,Position or cash mismatch
EXC-000132,2026-08-09 06:10:00,PORT-1086,FX,Summit Custody,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,15873.97,USD,Critical,Open,Settlement Operations,2026-08-09 12:10:00,,Settlement instruction or funding issue
EXC-000133,2026-08-08 14:14:00,PORT-1076,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,10244.01,USD,Low,Resolved,Fund Accounting,2026-08-11 14:14:00,2026-08-09 07:48:29.933961106,Ledger posting difference
EXC-000134,2026-08-05 15:25:00,PORT-1031,Derivative,Harbor Trade Services,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,5247.56,USD,Critical,Escalated,Pricing & Valuation,2026-08-05 21:25:00,,Market data variance
EXC-000135,2026-08-02 19:21:00,PORT-1073,FX,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,12867.13,EUR,Medium,In Progress,Fund Accounting,2026-08-04 07:21:00,,Ledger posting difference
EXC-000136,2026-08-03 04:23:00,PORT-1066,Equity,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,69512.06,USD,Medium,Resolved,Reconciliation Operations,2026-08-04 16:23:00,2026-08-04 19:20:21.282739572,Position or cash mismatch
EXC-000137,2026-08-01 11:14:00,PORT-1093,Fixed Income,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,17229.22,USD,Medium,Resolved,Settlement Operations,2026-08-02 23:14:00,2026-08-02 11:46:56.731991563,Manual processing error
EXC-000138,2026-08-07 12:45:00,PORT-1034,ETF,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,18707.51,EUR,Medium,Escalated,Fund Accounting,2026-08-09 00:45:00,,Late file delivery
EXC-000139,2026-08-07 09:40:00,PORT-1017,Equity,Northstar Clearing,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,18329.01,USD,High,Resolved,Reference Data Operations,2026-08-08 01:40:00,2026-08-08 11:57:47.951641396,Security master attribute gap
EXC-000140,2026-08-04 00:28:00,PORT-1067,Equity,Meridian Markets,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,99403.54,USD,Medium,Open,Reconciliation Operations,2026-08-05 12:28:00,,Position or cash mismatch
EXC-000141,2026-07-31 15:54:00,PORT-1062,Equity,Aurora Securities,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,10149.69,USD,Medium,Escalated,Fund Accounting,2026-08-02 03:54:00,,Ledger posting difference
EXC-000142,2026-08-02 02:59:00,PORT-1061,Fixed Income,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,35986.75,USD,Critical,Resolved,Fund Accounting,2026-08-02 08:59:00,2026-08-02 08:22:27.592865154,Ledger posting difference
EXC-000143,2026-08-02 15:33:00,PORT-1073,Fixed Income,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,25037.01,USD,High,Resolved,Settlement Operations,2026-08-03 07:33:00,2026-08-03 06:54:15.848815462,Settlement instruction or funding issue
EXC-000144,2026-08-08 10:18:00,PORT-1051,Equity,Meridian Markets,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,28892.09,USD,High,Resolved,Fund Accounting,2026-08-09 02:18:00,2026-08-09 10:41:23.702845788,Ledger posting difference
EXC-000145,2026-07-31 13:49:00,PORT-1003,Derivative,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,34772.01,USD,Medium,In Progress,Pricing & Valuation,2026-08-02 01:49:00,,Market data variance
EXC-000146,2026-07-30 11:37:00,PORT-1087,Cash,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,28567.45,JPY,Low,In Progress,Trade Support,2026-08-02 11:37:00,,Counterparty confirmation delay
EXC-000147,2026-08-03 12:56:00,PORT-1028,Equity,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,61862.72,JPY,High,Resolved,Trade Support,2026-08-04 04:56:00,2026-08-04 14:35:24.161009688,Counterparty confirmation delay
EXC-000148,2026-08-06 00:11:00,PORT-1025,Cash,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,26089.28,USD,Medium,Resolved,Fund Accounting,2026-08-07 12:11:00,2026-08-07 12:39:00.106597514,Ledger posting difference
EXC-000149,2026-08-02 16:49:00,PORT-1080,Equity,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,167979.16,USD,High,Open,Pricing & Valuation,2026-08-03 08:49:00,,Data mapping variance
EXC-000150,2026-08-02 21:27:00,PORT-1079,Cash,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,28189.47,USD,High,Open,Reconciliation Operations,2026-08-03 13:27:00,,Manual processing error
EXC-000151,2026-07-31 02:12:00,PORT-1050,Cash,Cedar Exchange,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,4497.87,GBP,Medium,Open,Reference Data Operations,2026-08-01 14:12:00,,Security master attribute gap
EXC-000152,2026-08-08 05:53:00,PORT-1068,Equity,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,52587.09,GBP,Critical,Escalated,Settlement Operations,2026-08-08 11:53:00,,Settlement instruction or funding issue
EXC-000153,2026-08-04 05:23:00,PORT-1008,Derivative,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,40607.24,USD,Medium,In Progress,Reconciliation Operations,2026-08-05 17:23:00,,Position or cash mismatch
EXC-000154,2026-08-02 06:13:00,PORT-1028,Cash,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,27838.42,USD,Medium,Resolved,Fund Accounting,2026-08-03 18:13:00,2026-08-04 06:23:25.351236511,Ledger posting difference
EXC-000155,2026-08-05 20:40:00,PORT-1024,Cash,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,20485.04,USD,High,Open,Reconciliation Operations,2026-08-06 12:40:00,,Position or cash mismatch
EXC-000156,2026-07-31 22:57:00,PORT-1042,Cash,Meridian Markets,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,2920.91,GBP,High,In Progress,Client Reporting,2026-08-01 14:57:00,,Upstream data delivery delay
EXC-000157,2026-08-08 17:15:00,PORT-1036,ETF,Harbor Trade Services,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,3483.57,GBP,Medium,Open,Trade Support,2026-08-10 05:15:00,,Manual processing error
EXC-000158,2026-08-08 07:06:00,PORT-1007,Equity,Harbor Trade Services,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,151735.66,USD,High,Resolved,Client Reporting,2026-08-08 23:06:00,2026-08-09 00:33:32.724065429,Upstream data delivery delay
EXC-000159,2026-08-01 11:19:00,PORT-1068,Derivative,Aurora Securities,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,14548.2,EUR,Medium,Resolved,Compliance Operations,2026-08-02 23:19:00,2026-08-02 15:10:40.383204366,Policy threshold review
EXC-000160,2026-08-08 01:40:00,PORT-1059,FX,Northstar Clearing,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,74154.16,USD,High,Resolved,Compliance Operations,2026-08-08 17:40:00,2026-08-08 04:59:23.087805904,Policy threshold review
EXC-000161,2026-08-05 03:30:00,PORT-1038,FX,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,4998.11,EUR,Medium,Escalated,Reconciliation Operations,2026-08-06 15:30:00,,Manual processing error
EXC-000162,2026-08-06 13:20:00,PORT-1088,Fixed Income,Cedar Exchange,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,8962.45,JPY,Critical,Escalated,Settlement Operations,2026-08-06 19:20:00,,Settlement instruction or funding issue
