ticket_id,created_at,business_unit,process_area,issue_description,issue_category,priority,status,assigned_team,sla_hours,resolution_hours,manually_estimated_minutes,ai_estimated_minutes,human_review_decision
OPS-00507,2025-02-12 13:27:05,Investment Operations,Accounting Exception,Accounting Exception failed after a difference was detected between pricing feed and control file for portfolio HORIZON.,Failed Reconciliation,Low,Resolved,Accounting Control Team,72,44.7,16,9,Accepted
OPS-00145,2025-02-13 00:18:45,Investment Operations,Accounting Exception,Analyst requested an approved manual adjustment to reference data for account S-204.,Manual Override,High,In Review,Accounting Control Team,24,,23,11,Accepted
OPS-00250,2025-02-13 03:01:13,Accounting Operations,Reporting,Reporting workflow is waiting for missing counterparty confirmation data for portfolio HORIZON.,Missing Data,Low,Resolved,Client Reporting Team,72,53.5,7,3,Accepted
OPS-00247,2025-02-13 05:55:50,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for portfolio ALPHA has not arrived.,Late Confirmation,Low,Resolved,Settlement Operations Team,76,33.6,7,3,Accepted
OPS-00464,2025-02-14 04:56:45,Investment Operations,Trade Settlement,Late confirmation received after the expected cutoff for mandate NOVA; settlement review is required.,Late Confirmation,Medium,Resolved,Settlement Operations Team,48,84.8,8,3,Accepted
OPS-00406,2025-02-15 06:24:33,Compliance Operations,Compliance Review,Analyst requested an approved manual adjustment to benchmark for fund RIVER.,Manual Override,Medium,Resolved,Compliance Review Team,48,32.3,15,6,Adjusted
OPS-00504,2025-02-15 07:19:51,Client Reporting,Reporting,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Low,Resolved,Client Reporting Team,72,51.9,15,9,Accepted
OPS-01152,2025-02-16 04:31:23,Client Reporting,Reporting,Validation found a discrepancy in benchmark values between source records and the operational report for mandate NOVA.,Data Mismatch,Medium,Escalated,Client Reporting Team,52,,21,9,Accepted
OPS-01154,2025-02-16 04:55:23,Investment Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for portfolio HORIZON.,Failed Reconciliation,High,Open,Reconciliation Team,28,,44,22,Pending
OPS-01185,2025-02-16 12:09:29,Data Operations,Reporting,Scheduled reporting output has not completed because security identifier is still pending for account S-204.,Report Delay,Critical,Escalated,Client Reporting Team,12,,48,17,Accepted
OPS-00635,2025-02-16 21:58:55,Investment Operations,Pricing Issue,Pricing review is required for fund RIVER after a tolerance breach in the valuation feed.,Pricing Discrepancy,High,Resolved,Pricing Control Team,24,30.9,40,13,Accepted
OPS-00116,2025-02-16 23:59:36,Investment Operations,Trade Settlement,fund ORION has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Medium,Escalated,Settlement Operations Team,44,,24,10,Pending
OPS-00260,2025-02-17 00:52:29,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for fund RIVER.,Report Delay,High,Open,Client Service Team,28,,31,12,Rejected
OPS-00778,2025-02-17 08:54:05,Investment Operations,Reconciliation,Reconciliation failed after a difference was detected between pricing feed and control file for mandate NOVA.,Failed Reconciliation,High,Resolved,Reconciliation Team,24,11.8,47,20,Accepted
OPS-00004,2025-02-17 10:06:44,Investment Operations,Pricing Issue,Independent price verification found an unusual counterparty confirmation variance for portfolio HORIZON.,Pricing Discrepancy,High,Open,Pricing Control Team,24,,35,14,Accepted
OPS-00804,2025-02-17 10:09:05,Risk Operations,Pricing Issue,account S-204 has inconsistent account balance information requiring comparison across input files.,Data Mismatch,Medium,In Review,Pricing Control Team,44,,24,9,Pending
OPS-00945,2025-02-17 19:15:07,Risk Operations,Compliance Review,Potential compliance threshold exception for account S-204 requires analyst review before approval.,Policy Exception,High,Escalated,Compliance Review Team,24,,40,25,Accepted
OPS-00083,2025-02-18 02:10:20,Accounting Operations,Accounting Exception,Unresolved reconciliation break in counterparty confirmation requires source-system comparison for portfolio ALPHA.,Failed Reconciliation,High,In Review,Accounting Control Team,24,,40,24,Accepted
OPS-00720,2025-02-18 20:56:31,Accounting Operations,Reconciliation,Reconciliation workflow is waiting for missing security identifier data for mandate NOVA.,Missing Data,Medium,Resolved,Reconciliation Team,48,15.6,20,7,Accepted
OPS-00930,2025-02-19 03:43:04,Investment Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for account S-204.,Failed Reconciliation,High,Escalated,Reconciliation Team,24,,39,21,Accepted
OPS-00884,2025-02-19 08:11:22,Client Reporting,Reporting,"Required reference data was not received for fund ORION, blocking reporting processing.",Missing Data,Low,Resolved,Client Reporting Team,68,64.6,18,10,Accepted
OPS-00078,2025-02-19 10:13:49,Investment Operations,Trade Settlement,Trade Settlement workflow is waiting for missing valuation data for fund ORION.,Missing Data,Medium,Escalated,Settlement Operations Team,48,,8,3,Pending
OPS-00621,2025-02-19 12:05:11,Data Operations,Data Quality,Analyst identified incomplete reference data information in the data quality queue for fund ORION.,Missing Data,Low,Resolved,Data Quality Team,72,23.3,11,5,Accepted
OPS-00745,2025-02-19 13:21:04,Compliance Operations,Compliance Review,Exception workflow needs a reviewed override for fund ORION before processing can continue.,Manual Override,High,Resolved,Compliance Review Team,20,15.9,41,16,Accepted
OPS-00811,2025-02-20 04:37:48,Data Operations,Pricing Issue,Pricing discrepancy detected for fund ORION between source system and accounting report.,Pricing Discrepancy,High,Resolved,Pricing Control Team,20,24.8,30,18,Adjusted
OPS-01231,2025-02-20 17:21:44,Data Operations,Pricing Issue,Pricing Issue workflow is waiting for missing account balance data for fund RIVER.,Missing Data,Medium,Resolved,Pricing Control Team,52,63.8,12,5,Accepted
OPS-00589,2025-02-20 22:06:02,Investment Operations,Pricing Issue,A manual override was requested for portfolio ALPHA after an automated pricing issue validation failed.,Manual Override,High,In Review,Pricing Control Team,24,,22,9,Pending
OPS-00941,2025-02-20 22:24:09,Accounting Operations,Accounting Exception,Unresolved reconciliation break in benchmark requires source-system comparison for fund ORION.,Failed Reconciliation,Medium,Open,Accounting Control Team,48,,21,8,Pending
OPS-00028,2025-02-21 00:22:16,Client Reporting,Client Request,Scheduled client request output has not completed because security identifier is still pending for account S-204.,Report Delay,High,In Review,Client Service Team,20,,22,10,Pending
OPS-01099,2025-02-21 01:42:41,Compliance Operations,Compliance Review,A manual override was requested for fund RIVER after an automated compliance review validation failed.,Manual Override,High,Escalated,Compliance Review Team,20,30.3,31,13,Accepted
OPS-00976,2025-02-21 04:12:37,Accounting Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for account S-204.,Failed Reconciliation,High,In Review,Reconciliation Team,24,,35,13,Pending
OPS-00722,2025-02-21 10:55:42,Investment Operations,Accounting Exception,NAV reconciliation difference detected between source data and the accounting report for mandate NOVA.,Failed Reconciliation,Critical,Escalated,Accounting Control Team,4,5.9,54,28,Accepted
OPS-00173,2025-02-21 16:45:26,Investment Operations,Pricing Issue,Validation found a discrepancy in valuation values between source records and the operational report for account S-204.,Data Mismatch,High,Resolved,Pricing Control Team,24,42.5,33,13,Accepted
OPS-01151,2025-02-22 03:33:10,Client Reporting,Reporting,Client reporting package for fund ORION is delayed due to missing benchmark data.,Report Delay,High,Resolved,Client Reporting Team,28,13.5,33,14,Accepted
OPS-00335,2025-02-22 07:44:47,Accounting Operations,Accounting Exception,Validation found a discrepancy in security identifier values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Low,In Review,Accounting Control Team,72,,8,4,Accepted
OPS-00390,2025-02-22 16:55:29,Investment Operations,Trade Settlement,Validation found a discrepancy in benchmark values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Medium,Open,Settlement Operations Team,48,,15,9,Accepted
OPS-01120,2025-02-23 04:37:43,Client Reporting,Client Request,portfolio HORIZON has inconsistent reference data information requiring comparison across input files.,Data Mismatch,Medium,Resolved,Client Service Team,52,21.9,19,11,Accepted
OPS-00458,2025-02-23 11:24:08,Client Reporting,Client Request,Validation found a discrepancy in valuation values between source records and the operational report for fund ORION.,Data Mismatch,Low,In Review,Client Service Team,72,,7,4,Pending
OPS-00304,2025-02-23 22:00:25,Client Reporting,Reporting,Client reporting package for portfolio ALPHA is delayed due to missing benchmark data.,Report Delay,Medium,Escalated,Client Reporting Team,48,78.6,25,12,Pending
OPS-00511,2025-02-23 22:06:07,Data Operations,Reporting,"Required valuation was not received for mandate NOVA, blocking reporting processing.",Missing Data,High,Resolved,Client Reporting Team,24,6.6,30,10,Accepted
OPS-01053,2025-02-24 00:25:21,Client Reporting,Reporting,Reporting workflow is waiting for missing reference data data for portfolio HORIZON.,Missing Data,Critical,Escalated,Client Reporting Team,8,,45,17,Accepted
OPS-01096,2025-02-24 01:19:06,Risk Operations,Compliance Review,A manual override was requested for mandate NOVA after an automated compliance review validation failed.,Manual Override,Medium,Resolved,Compliance Review Team,48,12.1,22,11,Adjusted
OPS-00132,2025-02-24 09:37:15,Client Reporting,Client Request,Scheduled client request output has not completed because account balance is still pending for fund ORION.,Report Delay,Medium,In Review,Client Service Team,48,,17,8,Accepted
OPS-01112,2025-02-24 12:22:46,Client Reporting,Client Request,"Required benchmark was not received for portfolio HORIZON, blocking client request processing.",Missing Data,Medium,Resolved,Client Service Team,44,17.7,9,5,Accepted
OPS-00203,2025-02-24 19:08:05,Client Reporting,Reporting,Validation found a discrepancy in reference data values between source records and the operational report for portfolio HORIZON.,Data Mismatch,Medium,Escalated,Client Reporting Team,48,,19,9,Adjusted
OPS-00379,2025-02-24 23:43:05,Investment Operations,Pricing Issue,Independent price verification found an unusual benchmark variance for fund ORION.,Pricing Discrepancy,Low,Resolved,Pricing Control Team,72,57.1,20,6,Accepted
OPS-01036,2025-02-25 16:33:44,Client Reporting,Data Quality,Validation found a discrepancy in account balance values between source records and the operational report for account S-204.,Data Mismatch,High,Resolved,Data Quality Team,24,40.7,31,12,Accepted
OPS-00131,2025-02-26 08:44:46,Compliance Operations,Compliance Review,Analyst identified incomplete reference data information in the compliance review queue for fund ORION.,Missing Data,Low,Escalated,Compliance Review Team,76,77.6,12,7,Accepted
OPS-00739,2025-02-26 09:33:01,Data Operations,Reporting,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Medium,Open,Client Reporting Team,48,,21,11,Pending
OPS-01077,2025-02-26 11:52:37,Client Reporting,Client Request,Analyst requested an approved manual adjustment to benchmark for portfolio ALPHA.,Manual Override,Medium,Resolved,Client Service Team,48,20.4,7,3,Accepted
OPS-00200,2025-02-26 15:17:09,Investment Operations,Compliance Review,Potential compliance threshold exception for fund ORION requires analyst review before approval.,Policy Exception,Medium,In Review,Compliance Review Team,44,,24,11,Accepted
OPS-00061,2025-02-26 17:40:05,Accounting Operations,Accounting Exception,Unresolved reconciliation break in security identifier requires source-system comparison for account S-204.,Failed Reconciliation,Medium,In Review,Accounting Control Team,44,,38,19,Adjusted
OPS-00706,2025-02-27 04:02:48,Investment Operations,Reconciliation,Reconciliation failed after a difference was detected between trade feed and custodian record for account S-204.,Failed Reconciliation,High,Resolved,Reconciliation Team,24,21.5,41,15,Accepted
